supplier_id,quarter,supplier_tier,defect_rate_pct,on_time_delivery_pct,team_size,audit_score,supplier_tier_raw,all_zero_defect_flag
SUP051,Q4-2023,Tier 3,7.96,79.7,22,75,tier-3,False
SUP052,Q1-2022,Tier 3,2.82,84.0,12,70,tier-3,False
SUP052,Q2-2022,Tier 3,3.97,97.3,12,66,Tier 3,False
SUP052,Q1-2023,Tier 3,0.64,83.5,12,75,Tier 3,False
SUP052,Q2-2023,Tier 3,1.58,90.0,12,99,tier-3,False
SUP052,Q3-2023,Tier 3,4.64,85.9,12,72,T3,False
SUP052,Q4-2023,Tier 3,3.43,92.5,12,93,tier-3,False
SUP053,Q1-2022,Tier 3,4.54,79.5,9,94,Tier 3,False
SUP053,Q2-2022,Tier 3,0.55,93.3,9,97,tier-3,False
SUP053,Q3-2022,Tier 3,0.53,96.1,9,71,Tier 3,False
SUP053,Q4-2022,Tier 3,0.71,78.5,9,95,T3,False
SUP053,Q1-2023,Tier 3,1.88,89.5,9,62,tier-3,False
SUP053,Q2-2023,Tier 3,6.36,88.3,9,61,T3,False
SUP053,Q3-2023,Tier 3,1.2,95.4,9,80,tier-3,False
SUP054,Q1-2022,Tier 2,5.32,92.4,10,79,Tier 2,False
SUP054,Q2-2022,Tier 2,3.35,85.7,10,73,tier-2,False
SUP054,Q3-2022,Tier 2,2.62,84.4,10,80,Tier 2,False
SUP054,Q4-2022,Tier 2,2.92,81.1,10,92,tier 2,False
SUP054,Q1-2023,Tier 2,1.07,92.6,10,94,tier 2,False
SUP054,Q2-2023,Tier 2,1.9,81.2,10,82,Tier 2,False
SUP054,Q4-2023,Tier 2,7.9,78.9,10,60,tier 2,False
SUP055,Q2-2022,Tier 2,6.05,85.5,11,89,tier 2,False
SUP055,Q4-2022,Tier 2,7.93,83.4,11,75,T2,False
SUP055,Q1-2023,Tier 2,4.44,90.5,11,67,tier 2,False
SUP055,Q2-2023,Tier 2,6.02,96.7,11,75,T2,False
SUP055,Q3-2023,Tier 2,4.45,84.2,11,92,tier-2,False
SUP055,Q4-2023,Tier 2,7.46,92.3,11,96,tier 2,False
SUP056,Q1-2022,Tier 2,4.3,88.2,24,73,tier 2,False
SUP056,Q2-2022,Tier 2,4.22,79.4,24,64,tier-2,False
SUP056,Q3-2022,Tier 2,0.99,82.2,24,90,tier-2,False
SUP056,Q4-2022,Tier 2,7.2,93.2,24,90,T2,False
SUP056,Q2-2023,Tier 2,5.05,93.9,24,62,Tier 2,False
SUP056,Q3-2023,Tier 2,4.69,84.8,24,93,tier-2,False
SUP056,Q4-2023,Tier 2,7.66,90.3,24,67,tier 2,False
SUP057,Q1-2022,Tier 1,6.05,99.0,18,79,tier 1,False
SUP057,Q2-2022,Tier 1,4.32,88.1,18,66,tier 1,False
SUP057,Q3-2022,Tier 1,0.39,86.5,18,94,tier-1,False
SUP057,Q4-2022,Tier 1,5.26,93.1,18,83,Tier 1,False
SUP057,Q1-2023,Tier 1,6.32,91.1,18,97,tier 1,False
SUP057,Q2-2023,Tier 1,0.81,83.7,18,81,tier-1,False
SUP057,Q3-2023,Tier 1,6.98,92.3,18,73,T1,False
SUP057,Q4-2023,Tier 1,1.77,93.4,18,63,tier 1,False
SUP058,Q1-2022,Tier 1,4.73,85.1,22,93,tier-1,False
SUP058,Q2-2022,Tier 1,6.91,93.2,22,74,tier-1,False
SUP058,Q3-2022,Tier 1,0.4,81.0,22,80,tier-1,False
SUP058,Q4-2022,Tier 1,2.99,97.8,22,75,tier-1,False
SUP058,Q1-2023,Tier 1,0.85,85.1,22,80,tier-1,False
SUP058,Q2-2023,Tier 1,3.07,94.2,22,92,Tier 1,False
SUP058,Q3-2023,Tier 1,4.87,98.1,22,92,T1,False
SUP058,Q4-2023,Tier 1,0.41,97.4,22,97,Tier 1,False
SUP059,Q1-2022,Tier 1,4.42,82.4,22,89,tier 1,False
SUP059,Q2-2022,Tier 1,0.27,92.3,22,92,tier 1,False
SUP059,Q3-2022,Tier 1,6.63,83.8,22,93,T1,False
SUP059,Q4-2022,Tier 1,7.5,89.2,22,62,tier 1,False
SUP059,Q1-2023,Tier 1,3.7,86.8,22,94,tier 1,False
SUP059,Q2-2023,Tier 1,1.86,95.6,22,64,tier 1,False
SUP059,Q3-2023,Tier 1,1.81,89.5,22,99,Tier 1,False
SUP059,Q4-2023,Tier 1,4.51,85.7,22,68,Tier 1,False
SUP060,Q1-2022,Tier 2,1.21,97.2,20,85,T2,False
SUP060,Q2-2022,Tier 2,6.63,91.3,20,81,tier 2,False
SUP060,Q3-2022,Tier 2,5.52,78.3,20,84,T2,False
SUP060,Q4-2022,Tier 2,4.68,94.4,20,65,tier-2,False
SUP060,Q2-2023,Tier 2,4.06,87.2,20,75,tier-2,False
SUP060,Q3-2023,Tier 2,2.0,89.1,20,95,tier 2,False
SUP060,Q4-2023,Tier 2,1.38,84.7,20,75,tier-2,False
SUP061,Q1-2022,Tier 2,3.99,91.5,23,71,tier-2,False
SUP061,Q2-2022,Tier 2,2.28,92.5,23,99,tier-2,False
SUP061,Q3-2022,Tier 2,3.71,78.7,23,61,tier 2,False
SUP061,Q4-2022,Tier 2,5.43,93.7,23,69,tier-2,False
SUP061,Q1-2023,Tier 2,3.17,78.9,23,80,tier-2,False
SUP061,Q2-2023,Tier 2,5.24,98.9,23,75,tier-2,False
SUP061,Q3-2023,Tier 2,6.01,95.4,23,60,T2,False
SUP061,Q4-2023,Tier 2,4.96,92.6,23,92,Tier 2,False
SUP062,Q1-2022,Tier 3,7.41,78.5,22,71,Tier 3,False
SUP062,Q3-2022,Tier 3,0.03,87.4,22,93,T3,False
SUP062,Q4-2022,Tier 3,1.33,87.5,22,63,Tier 3,False
SUP062,Q1-2023,Tier 3,7.15,91.7,22,76,tier-3,False
SUP062,Q2-2023,Tier 3,2.36,97.2,22,79,tier-3,False
SUP062,Q3-2023,Tier 3,7.54,98.0,22,63,tier-3,False
SUP062,Q4-2023,Tier 3,5.34,87.6,22,88,Tier 3,False
SUP063,Q2-2022,Tier 1,4.91,82.9,20,91,T1,False
SUP063,Q3-2022,Tier 1,7.09,95.2,20,86,tier 1,False
SUP063,Q4-2022,Tier 1,6.18,83.7,20,65,tier-1,False
SUP063,Q1-2023,Tier 1,6.89,95.3,20,79,tier-1,False
SUP063,Q2-2023,Tier 1,7.02,98.2,20,74,Tier 1,False
SUP063,Q3-2023,Tier 1,4.57,86.9,20,69,T1,False
SUP063,Q4-2023,Tier 1,2.74,84.1,20,86,tier-1,False
SUP064,Q1-2022,Tier 1,3.97,96.6,9,81,tier-1,False
SUP064,Q2-2022,Tier 1,3.43,87.8,9,85,T1,False
SUP064,Q3-2022,Tier 1,6.58,82.2,9,88,tier-1,False
SUP064,Q4-2022,Tier 1,4.6,96.1,9,88,Tier 1,False
SUP064,Q1-2023,Tier 1,7.05,93.3,9,96,T1,False
SUP064,Q2-2023,Tier 1,6.77,98.9,9,91,tier-1,False
SUP064,Q3-2023,Tier 1,6.51,93.6,9,62,Tier 1,False
SUP064,Q4-2023,Tier 1,3.16,89.9,9,78,Tier 1,False
SUP065,Q1-2022,Tier 3,6.73,86.3,15,64,T3,False
SUP065,Q2-2022,Tier 3,1.97,88.3,15,82,tier-3,False
SUP065,Q3-2022,Tier 3,0.56,90.1,15,92,Tier 3,False
SUP065,Q4-2022,Tier 3,4.91,87.4,15,71,tier-3,False
SUP065,Q1-2023,Tier 3,4.66,88.5,15,75,T3,False
SUP065,Q2-2023,Tier 3,6.54,93.7,15,62,Tier 3,False
SUP065,Q3-2023,Tier 3,6.83,81.2,15,73,Tier 3,False
SUP065,Q4-2023,Tier 3,2.28,93.5,15,74,tier-3,False
SUP066,Q1-2022,Tier 2,2.04,88.7,9,66,tier 2,False
SUP066,Q2-2022,Tier 2,7.01,98.7,9,97,tier 2,False
SUP066,Q3-2022,Tier 2,1.33,95.2,9,81,tier 2,False
SUP066,Q4-2022,Tier 2,6.97,92.5,9,61,tier-2,False
SUP066,Q1-2023,Tier 2,3.1,95.1,9,82,T2,False
SUP066,Q2-2023,Tier 2,7.14,82.8,9,88,Tier 2,False
SUP066,Q3-2023,Tier 2,5.14,98.4,9,62,tier-2,False
SUP066,Q4-2023,Tier 2,1.12,96.1,9,69,tier 2,False
SUP067,Q1-2022,Tier 1,7.93,78.3,24,69,Tier 1,False
SUP067,Q2-2022,Tier 1,4.1,95.0,24,70,tier 1,False
SUP067,Q3-2022,Tier 1,1.34,93.6,24,74,tier 1,False
SUP067,Q4-2022,Tier 1,1.09,86.3,24,80,Tier 1,False
SUP067,Q2-2023,Tier 1,4.44,85.0,24,95,Tier 1,False
SUP067,Q3-2023,Tier 1,3.68,81.8,24,62,T1,False
SUP067,Q4-2023,Tier 1,4.6,80.0,24,81,T1,False
SUP068,Q1-2022,Tier 3,6.12,85.6,11,93,T3,False
SUP068,Q2-2022,Tier 3,1.65,81.9,11,90,Tier 3,False
SUP068,Q4-2022,Tier 3,5.79,95.6,11,79,Tier 3,False
SUP068,Q1-2023,Tier 3,7.06,94.7,11,96,Tier 3,False
SUP068,Q2-2023,Tier 3,5.39,89.0,11,94,tier-3,False
SUP068,Q3-2023,Tier 3,7.35,80.1,11,83,T3,False
SUP069,Q1-2022,Tier 3,3.56,92.2,11,62,tier-3,False
SUP069,Q2-2022,Tier 3,1.29,94.8,11,93,tier-3,False
SUP069,Q3-2022,Tier 3,0.39,93.8,11,84,Tier 3,False
SUP069,Q4-2022,Tier 3,4.11,83.5,11,74,tier-3,False
SUP069,Q1-2023,Tier 3,0.94,80.2,11,63,T3,False
SUP069,Q2-2023,Tier 3,1.73,92.5,11,85,T3,False
SUP069,Q3-2023,Tier 3,4.31,97.6,11,78,T3,False
SUP069,Q4-2023,Tier 3,0.6,93.5,11,75,T3,False
SUP070,Q1-2022,Tier 3,4.64,91.2,9,99,T3,False
SUP070,Q2-2022,Tier 3,5.44,94.2,9,73,T3,False
SUP070,Q3-2022,Tier 3,0.49,90.5,9,99,tier-3,False
SUP070,Q4-2022,Tier 3,1.96,84.9,9,82,tier-3,False
SUP070,Q1-2023,Tier 3,1.33,78.9,9,89,Tier 3,False
SUP070,Q2-2023,Tier 3,5.55,78.8,9,77,tier-3,False
SUP070,Q3-2023,Tier 3,2.26,90.5,9,61,tier-3,False
SUP070,Q4-2023,Tier 3,7.39,84.0,9,86,Tier 3,False
SUP071,Q2-2022,Tier 1,7.85,93.5,18,62,T1,False
SUP071,Q3-2022,Tier 1,6.5,93.5,18,78,tier-1,False
SUP071,Q4-2022,Tier 1,3.61,87.7,18,68,Tier 1,False
SUP071,Q1-2023,Tier 1,5.15,91.6,18,93,T1,False
SUP071,Q2-2023,Tier 1,2.97,79.0,18,67,T1,False
SUP071,Q3-2023,Tier 1,3.51,83.2,18,91,T1,False
SUP071,Q4-2023,Tier 1,4.7,82.9,18,83,Tier 1,False
SUP072,Q1-2022,Tier 1,3.01,86.0,6,71,Tier 1,False
SUP072,Q2-2022,Tier 1,2.57,93.9,6,77,tier 1,False
SUP072,Q3-2022,Tier 1,5.29,87.1,6,67,tier 1,False
SUP072,Q4-2022,Tier 1,3.32,89.0,6,89,tier 1,False
SUP072,Q1-2023,Tier 1,0.83,86.7,6,93,tier-1,False
SUP072,Q2-2023,Tier 1,4.46,97.5,6,64,Tier 1,False
SUP072,Q4-2023,Tier 1,3.66,78.4,6,77,T1,False
SUP073,Q1-2022,Tier 2,1.73,83.8,9,65,tier-2,False
SUP073,Q2-2022,Tier 2,0.01,81.4,9,76,tier 2,False
SUP073,Q3-2022,Tier 2,4.4,84.9,9,78,Tier 2,False
SUP073,Q4-2022,Tier 2,0.19,97.8,9,81,T2,False
SUP073,Q1-2023,Tier 2,1.01,81.1,9,95,tier-2,False
SUP073,Q2-2023,Tier 2,4.88,98.7,9,99,T2,False
SUP073,Q3-2023,Tier 2,7.8,82.3,9,94,tier 2,False
SUP073,Q4-2023,Tier 2,3.07,97.6,9,84,Tier 2,False
SUP074,Q1-2022,Tier 3,3.03,91.6,11,65,Tier 3,False
SUP074,Q2-2022,Tier 3,0.46,97.4,11,75,tier-3,False
SUP074,Q3-2022,Tier 3,1.19,89.2,11,82,Tier 3,False
SUP074,Q4-2022,Tier 3,3.65,81.3,11,92,T3,False
SUP074,Q1-2023,Tier 3,0.28,92.9,11,69,Tier 3,False
SUP074,Q2-2023,Tier 3,0.06,81.4,11,64,Tier 3,False
SUP074,Q4-2023,Tier 3,5.47,90.4,11,86,Tier 3,False
SUP075,Q1-2022,Tier 1,4.75,82.4,14,74,tier-1,False
SUP075,Q2-2022,Tier 1,7.06,92.0,14,91,tier-1,False
SUP075,Q3-2022,Tier 1,0.69,83.1,14,78,tier 1,False
SUP075,Q1-2023,Tier 1,1.78,95.1,14,99,Tier 1,False
SUP075,Q2-2023,Tier 1,3.35,84.8,14,66,tier 1,False
SUP075,Q3-2023,Tier 1,7.66,96.4,14,97,tier-1,False
SUP075,Q4-2023,Tier 1,1.18,97.2,14,66,tier 1,False
SUP076,Q1-2022,Tier 2,1.26,78.2,20,80,tier 2,False
SUP076,Q2-2022,Tier 2,7.31,94.7,20,86,tier 2,False
SUP076,Q3-2022,Tier 2,4.74,83.4,20,98,Tier 2,False
SUP076,Q4-2022,Tier 2,2.56,84.0,20,66,Tier 2,False
SUP076,Q1-2023,Tier 2,3.75,91.7,20,82,tier 2,False
SUP076,Q2-2023,Tier 2,7.44,88.6,20,76,tier-2,False
SUP076,Q3-2023,Tier 2,5.68,93.0,20,92,tier-2,False
SUP076,Q4-2023,Tier 2,4.91,83.8,20,89,Tier 2,False
SUP077,Q1-2022,Tier 1,0.53,83.1,6,79,T1,False
SUP077,Q2-2022,Tier 1,1.28,90.8,6,62,Tier 1,False
SUP077,Q3-2022,Tier 1,6.58,84.5,6,96,tier-1,False
SUP077,Q4-2022,Tier 1,3.78,91.8,6,81,Tier 1,False
SUP077,Q1-2023,Tier 1,7.83,80.1,6,84,T1,False
SUP077,Q2-2023,Tier 1,1.96,93.7,6,93,tier 1,False
SUP077,Q3-2023,Tier 1,6.2,90.4,6,81,tier 1,False
SUP078,Q1-2022,Tier 2,2.34,96.7,7,79,T2,False
SUP078,Q2-2022,Tier 2,2.23,92.9,7,90,tier 2,False
SUP078,Q3-2022,Tier 2,0.73,84.8,7,77,tier 2,False
SUP078,Q4-2022,Tier 2,5.94,88.0,7,69,Tier 2,False
SUP078,Q1-2023,Tier 2,2.51,81.0,7,75,tier 2,False
SUP078,Q2-2023,Tier 2,4.82,85.9,7,70,tier-2,False
SUP078,Q3-2023,Tier 2,0.52,83.3,7,75,tier 2,False
SUP078,Q4-2023,Tier 2,5.65,91.0,7,69,tier-2,False
SUP079,Q1-2022,Tier 2,5.08,86.0,23,60,Tier 2,False
SUP079,Q2-2022,Tier 2,6.12,87.4,23,75,T2,False
SUP079,Q3-2022,Tier 2,3.69,91.5,23,89,tier-2,False
SUP079,Q4-2022,Tier 2,1.99,96.6,23,79,tier 2,False
SUP079,Q1-2023,Tier 2,6.26,90.9,23,63,tier 2,False
SUP079,Q2-2023,Tier 2,4.94,81.2,23,93,tier-2,False
SUP079,Q3-2023,Tier 2,4.78,87.3,23,68,tier 2,False
SUP079,Q4-2023,Tier 2,7.06,85.9,23,62,Tier 2,False
SUP080,Q1-2022,Tier 2,1.46,93.4,13,62,Tier 2,False
SUP080,Q3-2022,Tier 2,6.53,93.2,13,77,tier-2,False
SUP080,Q4-2022,Tier 2,7.25,85.1,13,60,tier-2,False
SUP080,Q1-2023,Tier 2,2.14,82.7,13,84,tier-2,False
SUP080,Q2-2023,Tier 2,5.27,94.4,13,92,Tier 2,False
SUP080,Q3-2023,Tier 2,1.64,87.5,13,90,tier 2,False
SUP080,Q4-2023,Tier 2,7.35,96.4,13,66,Tier 2,False
SUP081,Q1-2022,Tier 3,7.72,87.8,23,96,tier-3,False
SUP081,Q2-2022,Tier 3,3.12,83.4,23,61,T3,False
SUP081,Q3-2022,Tier 3,7.63,82.1,23,62,T3,False
SUP081,Q4-2022,Tier 3,5.13,92.2,23,98,Tier 3,False
SUP081,Q1-2023,Tier 3,5.17,81.9,23,60,Tier 3,False
SUP081,Q2-2023,Tier 3,2.04,92.9,23,97,tier-3,False
SUP081,Q3-2023,Tier 3,3.61,91.3,23,66,T3,False
SUP081,Q4-2023,Tier 3,2.16,83.7,23,66,tier-3,False
SUP082,Q1-2022,Tier 2,2.65,87.5,18,66,tier 2,False
SUP082,Q2-2022,Tier 2,1.54,89.4,18,70,Tier 2,False
SUP082,Q3-2022,Tier 2,7.55,87.0,18,65,T2,False
SUP082,Q4-2022,Tier 2,0.79,78.9,18,70,tier-2,False
SUP082,Q1-2023,Tier 2,6.74,79.2,18,88,T2,False
SUP082,Q2-2023,Tier 2,3.01,84.4,18,83,tier-2,False
SUP082,Q3-2023,Tier 2,0.51,95.4,18,66,tier 2,False
SUP082,Q4-2023,Tier 2,5.88,92.9,18,65,tier 2,False
SUP083,Q1-2022,Tier 1,0.01,90.6,22,72,Tier 1,False
SUP083,Q2-2022,Tier 1,1.49,85.0,22,74,T1,False
SUP083,Q1-2023,Tier 1,2.5,98.6,22,64,T1,False
SUP083,Q2-2023,Tier 1,5.72,90.6,22,98,tier-1,False
SUP083,Q3-2023,Tier 1,0.77,82.0,22,81,Tier 1,False
SUP083,Q4-2023,Tier 1,7.89,92.1,22,63,tier 1,False
SUP084,Q1-2022,Tier 1,5.42,78.8,8,88,T1,False
SUP084,Q2-2022,Tier 1,2.92,78.1,8,61,Tier 1,False
SUP084,Q3-2022,Tier 1,2.06,88.3,8,80,tier 1,False
SUP084,Q4-2022,Tier 1,0.46,79.7,8,97,Tier 1,False
SUP084,Q1-2023,Tier 1,1.15,84.1,8,89,T1,False
SUP084,Q2-2023,Tier 1,0.21,89.6,8,79,tier 1,False
SUP084,Q3-2023,Tier 1,3.1,89.7,8,87,tier-1,False
SUP084,Q4-2023,Tier 1,1.23,97.6,8,81,tier-1,False
SUP085,Q1-2022,Tier 2,7.33,91.6,20,81,tier 2,False
SUP085,Q2-2022,Tier 2,0.03,79.3,20,97,tier 2,False
SUP085,Q3-2022,Tier 2,0.76,85.4,20,66,T2,False
SUP085,Q4-2022,Tier 2,4.72,81.1,20,88,tier 2,False
SUP085,Q1-2023,Tier 2,2.84,78.3,20,92,T2,False
SUP085,Q2-2023,Tier 2,2.19,95.0,20,71,tier 2,False
SUP085,Q3-2023,Tier 2,5.56,80.9,20,91,T2,False
SUP085,Q4-2023,Tier 2,1.56,91.6,20,92,T2,False
SUP086,Q1-2022,Tier 1,0.9,88.9,11,79,tier-1,False
SUP086,Q2-2022,Tier 1,1.31,80.8,11,77,tier 1,False
SUP086,Q3-2022,Tier 1,2.84,84.8,11,98,tier-1,False
SUP086,Q4-2022,Tier 1,4.5,97.3,11,91,tier-1,False
SUP086,Q1-2023,Tier 1,4.45,85.3,11,71,Tier 1,False
SUP086,Q2-2023,Tier 1,7.04,87.9,11,64,tier-1,False
SUP086,Q3-2023,Tier 1,2.17,88.3,11,98,tier-1,False
SUP087,Q1-2022,Tier 3,2.47,89.9,10,92,tier-3,False
SUP087,Q4-2022,Tier 3,0.57,88.0,10,93,tier-3,False
SUP087,Q1-2023,Tier 3,1.51,94.0,10,73,T3,False
SUP087,Q2-2023,Tier 3,1.12,98.2,10,72,Tier 3,False
SUP087,Q3-2023,Tier 3,5.68,92.8,10,83,T3,False
SUP087,Q4-2023,Tier 3,3.87,89.2,10,65,tier-3,False
SUP088,Q1-2022,Tier 2,5.32,78.7,11,61,tier-2,False
SUP088,Q2-2022,Tier 2,1.53,91.4,11,71,tier-2,False
SUP088,Q3-2022,Tier 2,3.37,79.9,11,65,tier 2,False
SUP088,Q4-2022,Tier 2,5.76,90.2,11,77,tier 2,False
SUP088,Q1-2023,Tier 2,3.9,98.3,11,74,tier-2,False
SUP088,Q2-2023,Tier 2,3.83,78.6,11,90,T2,False
SUP088,Q3-2023,Tier 2,2.55,83.4,11,94,T2,False
SUP088,Q4-2023,Tier 2,0.38,79.3,11,99,tier 2,False
SUP089,Q1-2022,Tier 1,0.57,97.6,9,61,tier 1,False
SUP089,Q2-2022,Tier 1,4.37,90.9,9,77,Tier 1,False
SUP089,Q4-2022,Tier 1,0.81,79.8,9,71,tier-1,False
SUP089,Q1-2023,Tier 1,0.1,87.1,9,91,tier 1,False
SUP089,Q2-2023,Tier 1,4.83,95.8,9,88,tier 1,False
SUP089,Q3-2023,Tier 1,6.79,88.6,9,83,tier 1,False
SUP089,Q4-2023,Tier 1,2.2,78.6,9,68,T1,False
SUP090,Q1-2022,Tier 2,2.81,89.0,6,69,Tier 2,False
SUP090,Q2-2022,Tier 2,2.34,88.9,6,67,T2,False
SUP090,Q3-2022,Tier 2,1.26,80.2,6,73,tier-2,False
SUP090,Q4-2022,Tier 2,5.38,94.7,6,65,Tier 2,False
SUP090,Q1-2023,Tier 2,3.14,78.7,6,83,tier 2,False
SUP090,Q2-2023,Tier 2,0.31,84.9,6,68,Tier 2,False
SUP090,Q3-2023,Tier 2,4.48,88.1,6,79,tier 2,False
SUP090,Q4-2023,Tier 2,5.34,84.7,6,67,Tier 2,False
SUP091,Q1-2022,Tier 3,4.77,84.6,11,87,Tier 3,False
SUP091,Q2-2022,Tier 3,5.18,80.8,11,73,T3,False
SUP091,Q3-2022,Tier 3,7.14,78.8,11,94,tier-3,False
SUP091,Q4-2022,Tier 3,4.06,86.9,11,94,Tier 3,False
SUP091,Q2-2023,Tier 3,3.64,98.0,11,61,Tier 3,False
SUP091,Q3-2023,Tier 3,7.38,89.7,11,71,T3,False
SUP091,Q4-2023,Tier 3,5.48,89.5,11,97,T3,False
SUP092,Q1-2022,Tier 2,2.15,80.9,23,75,tier 2,False
SUP092,Q2-2022,Tier 2,0.23,93.5,23,87,Tier 2,False
SUP092,Q3-2022,Tier 2,0.6,80.3,23,63,tier-2,False
SUP092,Q4-2022,Tier 2,0.55,95.5,23,87,tier 2,False
SUP092,Q1-2023,Tier 2,7.26,96.4,23,92,tier-2,False
SUP092,Q2-2023,Tier 2,2.01,88.6,23,92,tier 2,False
SUP092,Q3-2023,Tier 2,5.27,80.8,23,81,Tier 2,False
SUP093,Q1-2022,Tier 3,1.86,91.0,15,62,Tier 3,False
SUP093,Q3-2022,Tier 3,6.89,85.2,15,91,Tier 3,False
SUP093,Q4-2022,Tier 3,3.22,81.2,15,74,tier-3,False
SUP093,Q1-2023,Tier 3,7.03,97.4,15,81,tier-3,False
SUP093,Q2-2023,Tier 3,4.5,89.7,15,96,T3,False
SUP093,Q3-2023,Tier 3,0.61,89.8,15,99,Tier 3,False
SUP093,Q4-2023,Tier 3,2.58,78.1,15,83,tier-3,False
SUP094,Q1-2022,Tier 1,1.5,78.8,16,95,tier 1,False
SUP094,Q2-2022,Tier 1,2.69,92.3,16,74,Tier 1,False
SUP094,Q3-2022,Tier 1,2.62,95.3,16,61,Tier 1,False
SUP094,Q4-2022,Tier 1,0.01,78.7,16,87,tier 1,False
SUP094,Q1-2023,Tier 1,6.26,97.7,16,67,T1,False
SUP094,Q3-2023,Tier 1,3.61,94.6,16,96,tier-1,False
SUP095,Q1-2022,Tier 1,6.34,91.0,12,71,Tier 1,False
SUP095,Q2-2022,Tier 1,2.48,98.3,12,92,tier-1,False
SUP095,Q3-2022,Tier 1,4.42,86.6,12,77,Tier 1,False
SUP095,Q4-2022,Tier 1,3.46,95.4,12,77,tier-1,False
SUP095,Q1-2023,Tier 1,4.51,87.3,12,96,tier-1,False
SUP095,Q2-2023,Tier 1,6.71,89.8,12,81,tier-1,False
SUP095,Q3-2023,Tier 1,5.41,93.7,12,87,tier 1,False
SUP095,Q4-2023,Tier 1,3.99,90.4,12,99,T1,False
SUP096,Q1-2022,Tier 1,4.88,80.7,5,82,tier 1,False
SUP096,Q2-2022,Tier 1,6.07,86.2,5,92,T1,False
SUP096,Q3-2022,Tier 1,3.31,90.0,5,75,T1,False
SUP096,Q4-2022,Tier 1,5.75,89.9,5,60,T1,False
SUP096,Q1-2023,Tier 1,6.48,92.3,5,78,Tier 1,False
SUP096,Q2-2023,Tier 1,5.66,98.7,5,71,tier 1,False
SUP096,Q3-2023,Tier 1,7.35,93.9,5,96,T1,False
SUP096,Q4-2023,Tier 1,4.35,94.1,5,84,tier 1,False
SUP097,Q1-2022,Tier 3,0.88,86.0,15,80,Tier 3,False
SUP097,Q2-2022,Tier 3,3.46,80.3,15,97,Tier 3,False
SUP097,Q3-2022,Tier 3,3.88,79.0,15,66,T3,False
SUP097,Q1-2023,Tier 3,1.32,92.8,15,71,tier-3,False
SUP097,Q2-2023,Tier 3,4.74,81.2,15,91,T3,False
SUP097,Q3-2023,Tier 3,7.11,89.4,15,81,T3,False
SUP097,Q4-2023,Tier 3,2.64,87.9,15,95,T3,False
SUP098,Q1-2022,Tier 3,0.92,95.9,13,79,Tier 3,False
SUP098,Q2-2022,Tier 3,4.43,85.2,13,65,T3,False
SUP098,Q3-2022,Tier 3,6.39,88.5,13,80,T3,False
SUP098,Q4-2022,Tier 3,4.98,88.8,13,80,tier-3,False
SUP098,Q1-2023,Tier 3,7.24,81.9,13,88,tier-3,False
SUP098,Q2-2023,Tier 3,6.5,96.1,13,60,Tier 3,False
SUP098,Q3-2023,Tier 3,2.45,94.0,13,79,Tier 3,False
SUP098,Q4-2023,Tier 3,2.46,87.4,13,71,T3,False
SUP099,Q1-2022,Tier 2,6.56,83.4,11,89,tier-2,False
SUP099,Q3-2022,Tier 2,6.34,86.4,11,89,tier 2,False
SUP099,Q4-2022,Tier 2,7.32,94.8,11,99,tier-2,False
SUP099,Q1-2023,Tier 2,6.23,84.1,11,75,tier 2,False
SUP099,Q2-2023,Tier 2,2.62,94.9,11,78,tier-2,False
SUP099,Q4-2023,Tier 2,6.96,96.5,11,63,T2,False
SUP100,Q1-2022,Tier 2,2.29,80.7,11,98,tier 2,False
SUP100,Q2-2022,Tier 2,1.76,97.6,11,90,Tier 2,False
SUP100,Q3-2022,Tier 2,1.97,82.2,11,60,T2,False
SUP100,Q4-2022,Tier 2,5.25,84.9,11,80,tier 2,False
SUP100,Q1-2023,Tier 2,4.82,92.6,11,84,tier-2,False
SUP100,Q2-2023,Tier 2,1.28,84.7,11,71,tier-2,False
SUP100,Q3-2023,Tier 2,2.22,87.5,11,98,tier-2,False
SUP100,Q4-2023,Tier 2,5.35,89.8,11,91,Tier 2,False
SUP101,Q1-2022,Tier 3,5.14,82.0,22,68,T3,False
SUP101,Q2-2022,Tier 3,4.79,86.7,22,64,T3,False
SUP101,Q3-2022,Tier 3,0.49,95.3,22,62,Tier 3,False
SUP101,Q4-2022,Tier 3,4.28,83.8,22,68,tier-3,False
SUP101,Q2-2023,Tier 3,1.41,79.1,22,86,tier-3,False
SUP101,Q3-2023,Tier 3,3.11,83.2,22,90,tier-3,False
SUP101,Q4-2023,Tier 3,2.38,82.4,22,96,Tier 3,False
SUP102,Q1-2022,Tier 3,2.54,79.7,11,80,tier-3,False
SUP102,Q2-2022,Tier 3,7.04,79.2,11,66,T3,False
SUP102,Q3-2022,Tier 3,7.27,96.7,11,69,T3,False
SUP102,Q4-2022,Tier 3,3.36,82.4,11,87,Tier 3,False
SUP102,Q1-2023,Tier 3,3.04,90.1,11,95,tier-3,False
SUP102,Q2-2023,Tier 3,2.37,85.3,11,74,T3,False
SUP102,Q3-2023,Tier 3,7.03,84.8,11,97,Tier 3,False
SUP102,Q4-2023,Tier 3,0.43,93.5,11,82,tier-3,False
SUP103,Q1-2022,Tier 1,3.9,81.9,5,66,tier-1,False
SUP103,Q2-2022,Tier 1,2.78,98.0,5,84,T1,False
SUP103,Q3-2022,Tier 1,0.31,90.6,5,84,Tier 1,False
